2025-05-19 19:27:51.855 [info] Experiment 'pythonRecommendTensorboardExt' is active
2025-05-19 19:27:51.855 [info] Experiment 'pythonTerminalEnvVarActivation' is active
2025-05-19 19:27:51.855 [warning] Dir "/home/eduardo/escoladanuvem/.pixi/envs" is not watchable (directory does not exist)
2025-05-19 20:20:08.573 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:17.165 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:20.575 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:23.056 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:24.625 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:28.308 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:34.378 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:39.166 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:41.853 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:43.439 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:46.462 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:51.596 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:54.333 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:57.239 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:20:59.429 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:09.343 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:11.708 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:13.670 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:18.619 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:28.087 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:36.800 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:39.179 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:43.360 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:44.608 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:45.966 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:47.409 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:49.902 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:56.132 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:58.275 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:21:59.725 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:02.380 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:10.655 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:13.936 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:15.899 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:20.654 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:22.090 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:22:25.445 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:20.024 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:23.604 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:30.178 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:34.682 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:36.432 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:42.469 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:23:55.528 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:22.799 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:27.915 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:34.624 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:40.539 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:47.070 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:51.366 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:24:58.729 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:25:00.536 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:25:24.590 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calculadora_soma.py
2025-05-19 20:30:19.905 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:22.110 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:25.509 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:28.686 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:37.504 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:52.004 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:55.091 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:30:59.942 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:07.335 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:09.671 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:11.806 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:14.771 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:20.050 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:28.371 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:31.402 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:35.004 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:43.488 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:46.770 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:48.081 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:31:57.846 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:00.221 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:01.889 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:07.996 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:09.691 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:14.526 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:16.149 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:17.347 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:19.192 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:23.296 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:26.567 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:33.314 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:53.787 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:56.435 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:58.089 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:32:59.987 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:33:33.078 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:33:36.829 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:33:39.947 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:33:56.909 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:34:00.137 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:34:02.201 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:34:05.957 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:37:19.283 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:37:53.165 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:37:54.805 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:38:00.385 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:38:03.402 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:38:09.266 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:38:13.249 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:38:16.202 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:38:23.737 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:15.576 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:18.913 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:21.286 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:23.275 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:26.495 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:34.772 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:40.184 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:42.419 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:44.791 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:46.374 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:48.950 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:50.467 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:39:52.832 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:01.279 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:04.637 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:06.322 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:08.217 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:13.213 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:21.836 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:23.491 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:40:33.074 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:04.718 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:07.532 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:09.881 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:12.584 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:20.012 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:23.223 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:39.593 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:42.632 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:45.210 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:47.213 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:51.900 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:41:55.325 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:42:04.838 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:42:14.858 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:42:58.047 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:02.632 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:05.511 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:23.186 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:26.130 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:27.471 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:29.843 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:43:33.422 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:21.872 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:24.171 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:27.065 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:30.317 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:32.507 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:35.024 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:54.266 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:44:58.538 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:45:01.931 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:45:13.744 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:45:31.304 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:45:33.738 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:45:37.052 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:45:44.768 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:04.309 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:05.362 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:06.687 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:12.868 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:15.192 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:17.108 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:19.715 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:24.433 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:30.450 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:37.188 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:39.493 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:41.848 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:46:45.125 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/calcula_cadeira.py
2025-05-19 20:49:57.382 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/hello-world.py
2025-05-19 20:53:05.482 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:15.992 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:19.248 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:21.970 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:24.147 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:27.033 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:33.774 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:35.701 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:36.950 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:53:40.309 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:54:03.472 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:54:06.683 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:54:21.052 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
